original_title,release_year,director,production_companies,genres,budget (millions),revenue (millions),profit (millions),roi,popularity,vote_average,vote_count
Grace is Gone,2007,Jim Strouse,Benedek Films,Drama,0.0,0.0,0.0,,0.17,5.9,17
Hellphone,2007,James Huth,Studio Canal|Mandarin Film,Fantasy|Comedy|Mystery,0.0,0.0,0.0,,0.17,4.0,29
Gabriel Iglesias: Hot and Fluffy,2007,Manny Rodriguez,Levity Productions,Comedy,0.0,0.0,0.0,,0.17,6.7,13
Ji jie hao,2007,Feng Xiaogang,Huayi Brothers Media Corporation,Action|History,16.0,34.79,18.79,1.17,0.17,7.3,22
Fallen,2007,Mikael Salomon,Three Angels Productions,TV Movie|Drama|Fantasy,0.0,0.0,0.0,,0.17,6.5,19
Eichmann,2007,Roger Young,uFilm|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Entertainment Motion Pictures|Umedia|HCC Media Group,Drama|Foreign|History,8.0,0.0,-8.0,-1.0,0.16,5.6,12
Live!,2007,Bill Guttentag,Atlas Entertainment|Mosaic Media Group,Thriller,0.0,0.0,0.0,,0.16,5.6,27
The Haunting Hour: Don't Think About It,2007,Alex Zamm,Universal Studios Home Entertainment Family Productions|The Hatchery,Fantasy|Horror|Family,3.0,0.0,-3.0,-1.0,0.16,5.1,15
Oliver Twist,2007,Coky Giedroyc,BBC,Adventure|Family,0.0,0.0,0.0,,0.16,5.8,16
The Deaths of Ian Stone,2007,Dario Piana,Stan Winston Productions|Odyssey Entertainment|Isle of Man Film Commission|SWFX,Horror|Thriller,0.0,0.0,0.0,,0.16,4.7,35
Eagle vs Shark,2007,Taika Waititi,Whenua Films,Comedy|Romance,0.0,0.0,0.0,,0.16,6.9,35
Primeval,2007,Michael Katleman,Hollywood Pictures|Sarah James Productions|Pariah,Adventure,0.0,10.6,10.6,,0.31,4.5,18
Eden Log,2007,Franck Vestiel,ImpÃ©ria|Bac Films,Action|Adventure|Drama|Horror|Science Fiction,0.0,0.0,0.0,,0.16,4.7,36
Highlander: The Search for Vengeance,2007,Yoshiaki Kawajiri,Imagi Animation Studios|Madhouse,Action|Animation|Fantasy|Science Fiction,0.0,0.0,0.0,,0.16,6.9,16
Angel,2007,FranÃ§ois Ozon,FidÃ©litÃ© Productions|FOZ|SCOPE Invest|Virtual Films|Poisson Rouge Pictures,Drama|Romance|Foreign,15.0,0.0,-15.0,-1.0,0.15,5.2,21
Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,2007,Theo Angelopoulos|Olivier Assayas|Bille August|Jane Campion|Youssef Chahine|Chen Kaige|Michael Cimino|Ethan Coen|Joel Coen|David Cronenberg|Jean-Pierre Dardenne|Luc Dardenne|Manoel de Oliveira|Raymond Depardon|Atom Egoyan|Amos Gitai|Alejandro GonzÃ¡lez IÃ±Ã¡rritu|Hou Hsiao-Hsien|Aki KaurismÃ¤ki|Abbas Kiarostami|Takeshi Kitano|Andrei Konchalovsky|Claude Lelouch|Ken Loach|David Lynch|Nanni Moretti|Roman Polanski|RaÃºl Ruiz|Walter Salles|Elia Suleiman|Tsai Ming-Liang|Gus Van Sant|Lars von Trier|Wim Wenders|Wong Kar-wai|Zhang Yimou,ElzÃ©vir Films|Cannes Film Festival,Comedy|Drama,0.0,0.0,0.0,,0.15,7.4,10
Irina Palm,2007,Sam Garbarski,Pallas Film|Samsa Film|IPSO Facto Films|Radio TÃ©lÃ©vision Belge Francophone,Drama,0.0,0.0,0.0,,0.19,7.0,17
Paranoid Park,2007,Gus Van Sant,Centre National de la CinÃ©matographie|Meno Films|MK2 Productions,Mystery|Crime|Drama,0.0,0.49,0.49,,0.28,6.4,60
End of the Line,2007,Maurice Devereaux,Maurice Devereaux Productions,Horror|Thriller,0.0,0.0,0.0,,0.15,4.2,10
La ragazza del lago,2007,Andrea Molaioli,Unknown,Mystery|Thriller,0.0,0.0,0.0,,0.14,5.6,10
La Antena,2007,Esteban Sapir,LadobleA,Drama|Foreign|Science Fiction,0.0,0.0,0.0,,0.14,7.3,10
A Dog's Breakfast,2007,David Hewlett,Kibble Productions,Comedy,0.12,0.0,-0.12,-1.0,0.23,4.9,11
The Tracey Fragments,2007,Bruce McDonald,TÃ©lÃ©film Canada|Shadow Shows|Corvid Pictures,Drama,0.7,0.03,-0.6699999999999999,-0.96,0.14,5.9,17
Heima,2007,Dean DeBlois,Unknown,Music,0.0,0.0,0.0,,0.14,6.9,13
In Tranzit,2007,Tom Roberts,Thema Production|Peace Arch Films,Drama|Romance|War|Foreign,0.0,0.0,0.0,,0.14,5.4,10
Daddy's Little Girls,2007,Tyler Perry,"Lions Gate Films|Tyler Perry Company, The",Comedy|Drama|Romance,10.0,31.61,21.61,2.16,0.14,6.7,13
Jump In!,2007,Paul Hoen,Davis Entertainment|Disney Channel,Drama|Comedy|Romance,0.0,0.0,0.0,,0.13,5.4,45
The Beautiful Ordinary,2007,Jess Manafort,Persistent Entertainment|Mirror Cube Films,Comedy|Drama,0.0,0.0,0.0,,0.13,5.5,11
Talk to Me,2007,Kasi Lemmons,The Mark Gordon Company|Pelagius Film,Drama,0.0,4.78,4.78,,0.15,6.9,15
Hounddog,2007,Deborah Kampmeier,"Motion Picture Group, The",Drama|Family,0.0,0.0,0.0,,0.13,6.2,11
Daniel Tosh: Completely Serious,2007,Manny Rodriguez,Levity Productions|Levity Entertainment Group,Comedy,0.0,0.0,0.0,,0.13,6.6,10
Enfin veuve,2007,Isabelle Mergault,Gaumont,Comedy,0.0,0.0,0.0,,0.13,4.6,10
Futurama: Bender's Big Score,2007,Dwayne Carey-Hill,20th Century Fox Television,Animation|Comedy|Science Fiction,0.0,0.0,0.0,,0.13,7.3,106
Sublime,2007,Tony Krantz,Raw Feed,Horror|Thriller,0.0,0.0,0.0,,0.33,5.1,11
Les Deux mondes,2007,Daniel Cohen,K2 SA|Film Afrika Worldwide|Gaumont International|uFilm,Comedy|Fantasy,0.0,0.0,0.0,,0.12,4.3,19
Transmorphers,2007,Leigh Scott,"Asylum, The",Action|Adventure|Science Fiction,0.0,0.0,0.0,,0.12,1.5,10
The Secret Life of Brian,2007,Will Yapp,Unknown,Documentary,0.0,0.0,0.0,,0.12,7.2,10
Super High Me,2007,Michael Blieden,Unknown,Comedy|Documentary,0.0,0.0,0.0,,0.12,5.8,37
The Mad,2007,John Kalangis,23/5 Filmproduktion,Comedy|Horror|Thriller,0.0,0.0,0.0,,0.12,6.3,11
My Name Is Bruce,2007,Bruce Campbell,Dark Horse Entertainment|Image Entertainment,Comedy|Horror,1.5,0.17,-1.33,-0.89,0.42,6.0,41
September Dawn,2007,Christopher Cain,September Dawn|Voice Pictures|Black Diamond Pictures,Drama|Action|History|Western|Romance,11.0,0.0,-11.0,-1.0,0.11,5.7,11
Full of It,2007,Christian Charles,New Line Cinema,Comedy|Family|Drama,0.0,0.0,0.0,,0.11,5.0,15
Flight of the Living Dead: Outbreak on a Plane,2007,Scott Thomas,Pacific Entertainment Group,Horror|Action,0.0,0.0,0.0,,0.11,5.2,10
Jacquou Le Croquant,2007,Laurent Boutonnat,Unknown,Adventure|Drama,0.0,0.0,0.0,,0.11,6.4,16
In Search of a Midnight Kiss,2007,Alex Holdridge,Unknown,Comedy|Drama|Romance,0.025,0.0,-0.025,-1.0,0.0,5.5,14
The Go-Getter,2007,Martin Hynes,Et Cetera Films|Two Roads Entertainment|Fillmore,Comedy,0.0,0.0,0.0,,0.11,6.3,10
This Christmas,2007,Preston A. Whitmore II,Screen Gems,Comedy|Drama,13.0,0.0,-13.0,-1.0,0.11,7.0,22
Return of the Ghostbusters,2007,Hank Braxtan,BraxtanFILM,Comedy|Fantasy|Science Fiction,0.0,0.0,0.0,,0.1,5.5,13
Reno 911!: Miami,2007,Ben Garant,20th Century Fox,Action|Adventure|Comedy|Crime,10.0,20.34,10.34,1.03,0.1,5.8,34
Ballet Shoes,2007,Sandra Goldbacher,British Broadcasting Corporation (BBC)|Granada Television,Drama|Family,0.0,0.0,0.0,,0.1,6.2,52
Johnny Kapahala - Back on Board,2007,Eric Bross,Disney Channel,Comedy|Drama|Family|TV Movie,0.0,0.0,0.0,,0.1,4.8,14
Shotgun Stories,2007,Jeff Nichols,Upload Films|Muskat Filmed Properties|A Lucky Old Sun Production,Drama|Thriller,0.0,0.0,0.0,,0.1,6.4,21
Joy Division,2007,Grant Gee,Unknown,Documentary,0.0,0.0,0.0,,0.17,7.8,14
Steak,2007,Quentin Dupieux,Unknown,Comedy|Science Fiction,0.0,0.0,0.0,,0.14,5.2,30
Validation,2007,Kurt Kuenne,Theatre Junkies,Comedy|Romance,0.0,0.0,0.0,,0.09,6.1,10
I'm Reed Fish,2007,Zackary Adler,Unknown,Comedy|Romance,0.0,0.0,0.0,,0.08,6.0,15
The Gene Generation,2007,Pearry Reginald Teo,Ascension Pictures|Red Cam Studios|Middle Link,Action|Science Fiction,2.5,0.0,-2.5,-1.0,0.09,4.8,23
It's a Free World...,2007,Ken Loach,BIM Distribuzione|Filmstiftung Nordrhein-Westfalen|PathÃ© Distribution|Polish Film Institute|Tornasol Films,Drama,0.0,0.0,0.0,,0.12,5.5,13
Holiday in Handcuffs,2007,Ron Underwood,Unknown,TV Movie|Comedy|Romance|Family,0.0,0.0,0.0,,0.08,6.1,32
How to Hook Up Your Home Theater,2007,Kevin Deters|Stevie Wermers,Walt Disney Pictures|Walt Disney Animation Studios,Animation|Comedy,0.0,0.0,0.0,,0.08,7.8,11
Code Name: The Cleaner,2007,Les Mayfield,New Line Cinema,Action|Comedy|Crime,20.0,10.34,-9.66,-0.48,0.08,4.9,45
Zach Galifianakis: Live at the Purple Onion,2007,Michael Blieden,Red Envelope Entertainment|NetFlix|Sixth Way Productions|The Claw|Anacol Productions Inc.,Comedy,0.0,0.0,0.0,,0.08,7.3,17
They Wait,2007,Ernie Barbarash,Brightlight Pictures Inc.|TVA Films,Horror|Mystery|Thriller,0.0,0.0,0.0,,0.15,5.0,13
Michou d'Auber,2007,Thomas Gilou,TF1 Films Production|EuropaCorp.|MP Productions,Drama|Thriller,0.0,0.0,0.0,,0.08,5.8,11
Heyy Babyy,2007,Sajid Khan,Nadiadwala Grandsons,Drama|Comedy|Romance|Foreign,0.0,12.0,12.0,,0.07,6.4,13
He Was a Quiet Man,2007,Frank A. Cappello,Neo Art & Logic|Quiet Man Productions,Romance|Comedy|Drama,0.0,0.0,0.0,,0.07,6.4,29
On the Doll,2007,Thomas Mignone,Unknown,Crime|Drama|Thriller,0.0,0.0,0.0,,0.07,7.4,10
Brand Upon the Brain! A Remembrance in 12 Chapters,2007,Guy Maddin,The Film Company,Drama|Fantasy,0.0,0.0,0.0,,0.07,6.3,12
Magicians,2007,Andrew O'Connor,Unknown,Drama|Comedy|Foreign,0.0,1.75,1.75,,0.23,5.8,10
Le prix Ã  payer,2007,Alexandra LeclÃ¨re,Unknown,Comedy,0.0,0.0,0.0,,0.16,5.4,19
Steel Trap,2007,Luis CÃ¡mara,Abnormal Pictures|K5 Film,Horror|Thriller|Foreign,0.0,0.0,0.0,,0.06,4.2,10
Partner,2007,David Dhawan,Unknown,Comedy|Foreign|Romance,0.441892,1.03,0.5881080000000001,1.33,0.06,6.2,10
Fallen: The Destiny,2007,Mikael Salomon,Unknown,Adventure|Fantasy|Drama|Action|Science Fiction,0.0,0.0,0.0,,0.06,7.0,13
Margot at the Wedding,2007,Noah Baumbach,Scott Rudin Productions,Comedy|Drama,10.0,0.0,-10.0,-1.0,0.06,5.9,39
Namastey London,2007,Vipul Amrutlal Shah,Unknown,Drama|Foreign|Romance,0.0,0.0,0.0,,0.05,6.6,15
Buried Alive,2007,Robert Kurtzman,Odd Lot Entertainment,Action|Adventure|Horror|Thriller,0.0,0.0,0.0,,0.31,2.9,12
Loose Change: Final Cut,2007,Dylan Avery,Louder Than Words,Documentary,0.006,0.01,0.004,0.67,0.07,5.1,12
Ho Voglia Di Te,2007,Luis Prieto,Unknown,Romance|Comedy,0.0,0.0,0.0,,0.03,4.2,38
Rocket Science,2007,Jeffrey Blitz,HBO Films|W B I Films|Rocket Science Inc.|Duly Noted,Comedy|Drama,0.0,0.0,0.0,,0.03,6.3,16
Bring It On: In It To Win It,2007,Steve Rash,Universal Pictures|Beacon Communications,Comedy,0.0,0.0,0.0,,0.02,5.6,70
Twitches Too,2007,Stuart Gillard,Walt Disney Studios Home Entertainment|Disney Channel,Drama|Family|Fantasy|TV Movie,0.0,0.0,0.0,,0.02,4.9,29
No End in Sight,2007,Charles Ferguson,Unknown,Documentary,2.0,1.43,-0.5700000000000001,-0.29,0.02,6.7,12
Beneath,2007,Dagen Merrill,MTV Films|Paramount Classics,Horror|Mystery|Thriller,0.0,0.0,0.0,,0.02,5.0,14
Testosteron,2007,Tomasz Konecki|Andrzej Saramonowicz,Van Worden,Comedy,1.1,0.0,-1.1,-1.0,0.01,6.0,10
The Union: The Business Behind Getting High,2007,Brett Harvey,Unknown,Comedy|Documentary,0.2,0.0,-0.2,-1.0,0.01,6.8,14
Ce soir je dors chez toi,2007,Olivier Baroux,SPAD Films|KL Productions|Alter Films,Comedy,0.0,0.0,0.0,,0.01,5.3,12
For the Bible Tells Me So,2007,Daniel G. Karslake ,Unknown,Documentary,0.0,0.31,0.31,,0.01,6.1,10
Alien,1979,Ridley Scott,Twentieth Century-Fox Productions|Brandywine Productions,Horror|Action|Thriller|Science Fiction,11.0,104.93,93.93,8.54,4.94,7.6,2724
Apocalypse Now,1979,Francis Ford Coppola,Zoetrope Studios,Drama|War,31.5,83.47,51.97,1.65,2.32,7.8,1100
Mad Max,1979,George Miller,Kennedy Miller Productions|Mad Max Films|Crossroads,Adventure|Action|Thriller|Science Fiction,0.4,100.0,99.6,249.0,2.01,6.5,667
Star Trek: The Motion Picture,1979,Robert Wise,Paramount Pictures,Science Fiction|Adventure|Mystery,35.0,139.0,104.0,2.97,1.82,6.0,304
Moonraker,1979,Lewis Gilbert,Eon Productions,Action|Adventure|Thriller|Science Fiction,34.0,210.3,176.3,5.19,1.69,5.7,299
Life of Brian,1979,Terry Jones,HandMade Films|Python (Monty) Pictures,Comedy,4.0,20.05,16.05,4.01,1.47,7.5,716
Beneath the Valley of the Ultra-Vixens,1979,Russ Meyer,RM Films International,Comedy,0.239,0.0,-0.239,-1.0,1.39,5.0,12
The Warriors,1979,Walter Hill,Paramount Pictures,Action|Adventure|Crime|Drama|Thriller,0.0,22.49,22.49,,1.12,7.0,206
Rocky II,1979,Sylvester Stallone,United Artists,Drama,7.0,200.18,193.18,27.6,1.05,6.8,504
Caligola,1979,Tinto Brass,Penthouse Films International|Felix Cinematorgrafica,Drama|History|Romance,17.5,23.44,5.940000000000001,0.34,0.97,5.3,65
Manhattan,1979,Woody Allen,Jack Rollins & Charles H. Joffe Productions,Comedy|Drama|Romance,0.0,39.95,39.95,,0.96,7.7,310
Phantasm,1979,Don Coscarelli,New Breed Productions,Horror|Science Fiction,0.3,11.99,11.69,38.97,0.79,6.1,50
Hair,1979,MiloÅ¡ Forman,United Artists|CIP Filmproduktion GmbH,Drama|Comedy|History|Music,11.0,0.0,-11.0,-1.0,0.68,7.0,59
The Amityville Horror,1979,Stuart Rosenberg,American International Pictures (AIP),Drama|Horror|Thriller,0.0,86.43,86.43,,0.59,6.2,81
Escape from Alcatraz,1979,Don Siegel,Paramount Pictures|Malpaso Company,Crime|Drama,8.0,43.0,35.0,4.38,0.57,7.1,273
All That Jazz,1979,Bob Fosse,Twentieth Century Fox Film Corporation|Columbia Pictures Corporation,Drama|Music,0.0,37.82,37.82,,0.55,6.8,42
Nosferatu: Phantom der Nacht,1979,Werner Herzog,Gaumont|Werner Herzog Filmproduktion|Zweites Deutsches Fernsehen (ZDF),Drama|Horror,0.0,0.0,0.0,,0.52,7.3,55
The Black Hole,1979,Gary Nelson,Walt Disney Productions,Adventure|Family|Science Fiction|Action,20.0,35.84,15.840000000000003,0.79,0.52,5.8,54
Being There,1979,Hal Ashby,United Artists|Lorimar Film Entertainment,Comedy|Drama,0.0,30.18,30.18,,0.5,7.6,89
Meatballs,1979,Ivan Reitman,Canadian Film Development Corporation (CFDC)|Famous Players,Comedy,0.0,0.0,0.0,,0.47,5.6,37
The Villain,1979,Hal Needham,Rastar Pictures,Comedy|Western,0.0,0.0,0.0,,0.47,5.9,21
Salem's Lot,1979,Tobe Hooper,Warner Bros. Television,Mystery|Horror|Thriller,4.0,0.0,-4.0,-1.0,0.43,5.9,60
The Concorde... Airport '79,1979,David Lowell Rich,Universal Pictures,Action|Drama|Thriller,14.0,13.02,-0.9800000000000004,-0.07,0.43,4.7,23
Kramer vs. Kramer,1979,Robert Benton,Columbia Pictures,Drama,8.0,106.26,98.26,12.28,0.42,7.3,240
The China Syndrome,1979,James Bridges,Columbia Pictures|IPC Films,Thriller|Drama,0.0,51.72,51.72,,0.41,6.0,35
The Jerk,1979,Carl Reiner,Universal Pictures|Aspen Film Society,Comedy,0.0,73.96,73.96,,0.52,7.0,136
1941,1979,Steven Spielberg,Columbia Pictures|Universal Pictures|A-Team,Action|Comedy,35.0,31.76,-3.2399999999999984,-0.09,0.39,5.4,62
...And Justice for All,1979,Norman Jewison,Columbia Pictures Corporation,Crime|Drama|Mystery|Thriller,0.0,33.3,33.3,,0.36,6.7,48
Time After Time,1979,Nicholas Meyer,Orion Pictures,Adventure|Drama|Comedy|Science Fiction|Thriller,0.0,0.0,0.0,,0.32,6.4,29
Breaking Away,1979,Peter Yates,Twentieth Century Fox Film Corporation,Drama|Comedy,2.3,20.0,17.7,7.7,0.31,7.2,34
Quadrophenia,1979,Franc Roddam,Polytel|The Who Films,Drama|Music,0.0,0.0,0.0,,0.27,7.3,30
Tess,1979,Roman Polanski,Renn Productions|SociÃ©tÃ© FranÃ§aise de Production (SFP)|Timothy Burrill Productions,Drama|Romance,0.0,0.0,0.0,,0.26,6.4,33
The Frisco Kid,1979,Robert Aldrich,Warner Bros.,Western|Comedy,0.0,0.0,0.0,,0.26,5.9,16
The First Great Train Robbery,1979,Michael Crichton,Starling Films,Thriller|Adventure|Drama|Crime,6.0,0.0,-6.0,-1.0,0.26,6.3,38
10,1979,Blake Edwards,Orion Pictures Corporation|Geoffrey Productions,Comedy|Romance,0.0,0.0,0.0,,0.25,5.3,27
The Black Stallion,1979,Carroll Ballard,United Artists,Adventure|Family,2.7,37.8,35.099999999999994,13.0,0.16,6.8,28
The Electric Horseman,1979,Sydney Pollack,Columbia Pictures|Universal Pictures|Wildwood Enterprises,Drama|Comedy|Western|Romance,0.0,61.8,61.8,,0.15,4.8,11
The Bugs Bunny/Road Runner Movie,1979,Chuck Jones,Warner Bros. Animation,Comedy|Animation|Family,0.0,0.0,0.0,,0.15,6.0,10
All Quiet on the Western Front,1979,Delbert Mann,Norman Rosemont Productions|Marble Arch Productions|ITC Entertainment Group,Drama|History|War,0.0,0.0,0.0,,0.2,6.1,19
The Apple Dumpling Gang Rides Again,1979,Vincent McEveety,Walt Disney Productions,Comedy|Family|Western,0.0,0.0,0.0,,0.14,6.7,10
Meteor,1979,Ronald Neame,Palladium Productions|American International Pictures (AIP)|Meteor Joint Venture,Action|Science Fiction|Thriller,0.0,0.0,0.0,,0.19,4.5,14
Scum,1979,Alan Clarke,Berwick Street Productions|Boyd's Company|Kendon Films Ltd.,Crime|Drama,0.42,0.0,-0.42,-1.0,0.18,7.1,11
Hardcore,1979,Paul Schrader,Columbia Pictures Corporation|A-Team,Crime|Drama|Thriller,0.0,0.0,0.0,,0.17,6.1,16
Hanover Street,1979,Peter Hyams,Columbia Pictures Corporation|Hanover Street,Drama|Romance|War,0.0,0.0,0.0,,0.16,5.5,10
Love at First Bite,1979,Stan Dragoti,Melvin Simon Productions|American International Pictures (AIP),Romance|Comedy|Horror,0.0,43.88,43.88,,0.22,6.0,13
The Brood,1979,David Cronenberg,Canadian Film Development Corporation (CFDC)|Victor Solnicki Productions|Elgin International Films,Horror|Thriller|Science Fiction,1.355,0.0,-1.355,-1.0,0.16,6.1,47
Stridulum,1979,Giulio Paradisi,Film Ventures International (FVI)|Brouwersgracht Investments|Swan American Film,Science Fiction|Horror,0.8,0.0,-0.8,-1.0,0.16,3.0,11
Richard Pryor: Live in Concert,1979,Jeff Margolis,Unknown,Comedy,0.0,0.0,0.0,,0.13,7.0,14
When a Stranger Calls,1979,Fred Walton,Columbia Pictures Corporation|Melvin Simon Productions,Horror|Thriller,0.0,0.0,0.0,,0.13,6.0,16
The Onion Field,1979,Harold Becker,Black Marble Productions,Crime|Drama,0.0,0.0,0.0,,0.11,5.1,10
The Wanderers,1979,Philip Kaufman,Orion Pictures Corporation|Warner Bros. Home Entertainment Group,Drama,0.0,0.0,0.0,,0.11,7.5,14
Over the Edge,1979,Jonathan Kaplan,Orion Pictures,Crime|Drama,0.0,0.0,0.0,,0.23,7.1,12
Tourist Trap,1979,David Schmoeller,Charles Band Productions,Horror|Mystery|Thriller,0.0,0.0,0.0,,0.08,6.9,24
Rock 'n' Roll High School,1979,Allan Arkush,New World Pictures,Comedy|Music,0.3,0.0,-0.3,-1.0,0.39,6.2,17
Norma Rae,1979,Martin Ritt,Twentieth Century Fox Film Corporation,Drama,0.0,22.23,22.23,,0.06,5.8,13
Dracula,1979,John Badham,Universal Pictures|The Mirisch Corporation,Horror|Romance,0.0,0.0,0.0,,0.03,6.1,19
The Champ,1979,Franco Zeffirelli,Metro-Goldwyn-Mayer (MGM),Drama|Family,0.0,0.0,0.0,,0.02,7.1,12
The Terminator,1984,James Cameron,Orion Pictures|Pacific Western|Hemdale Film|Cinema 84|Euro Film Funding,Action|Thriller|Science Fiction,6.4,78.37,71.97,11.25,4.83,7.1,2692
Indiana Jones and the Temple of Doom,1984,Steven Spielberg,Lucasfilm|Paramount Pictures,Adventure|Action,28.0,333.0,305.0,10.89,2.56,6.9,1735
Ghostbusters,1984,Ivan Reitman,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,Fantasy|Action|Comedy|Science Fiction|Family,30.0,295.21,265.21,8.84,2.48,7.2,1383
Gremlins,1984,Joe Dante,Amblin Entertainment|Warner Bros.,Fantasy|Horror|Comedy,11.0,153.08,142.08,12.92,2.46,6.8,844
The Neverending Story,1984,Wolfgang Petersen,Producers Sales Organization|Bavaria Film|Dieter Geissler Filmproduktion|Warner Bros.|Westdeutscher Rundfunk (WDR),Drama|Family|Fantasy|Adventure,27.0,20.16,-6.84,-0.25,2.18,6.8,484
Beverly Hills Cop,1984,Martin Brest,Paramount Pictures|Eddie Murphy Productions,Action|Comedy|Crime,15.0,316.36,301.36,20.09,2.11,6.5,535
Once Upon a Time in America,1984,Sergio Leone,Warner Bros.|The Ladd Company,Drama|Crime,30.0,0.0,-30.0,-1.0,1.69,7.9,562
Amadeus,1984,MiloÅ¡ Forman,Warner Bros.,Drama|History|Music,18.0,51.97,33.97,1.89,1.68,7.5,560
The Karate Kid,1984,John G. Avildsen,Columbia Pictures Corporation|Jerry Weintraub Productions|Delphi Films,Drama,8.0,90.82,82.82,10.35,1.51,6.7,475
A Nightmare on Elm Street,1984,Wes Craven,New Line Cinema|Smart Egg Pictures,Horror,1.8,25.5,23.7,13.17,1.33,7.1,625
Conan the Destroyer,1984,Richard Fleischer,De Laurentiis Entertainment Group,Adventure|Fantasy|Action,18.0,31.04,13.04,0.72,1.25,5.9,193
2010,1984,Peter Hyams,Metro-Goldwyn-Mayer (MGM),Thriller|Science Fiction,28.0,40.4,12.399999999999999,0.44,1.08,6.4,156
Dune,1984,David Lynch,Dino De Laurentiis Company,Action|Science Fiction|Adventure,40.0,30.93,-9.07,-0.23,1.02,6.5,294
Romancing the Stone,1984,Robert Zemeckis,Twentieth Century Fox Film Corporation|SLM Production Group|Nina Saxon Film Design|El Corazon Producciones S.A.,Action|Adventure|Comedy|Romance,10.0,86.57,76.57,7.66,0.99,6.3,245
Police Academy,1984,Hugh Wilson,Warner Bros.|The Ladd Company,Comedy|Crime,4.5,81.2,76.7,17.04,0.97,6.3,270
Red Dawn,1984,John Milius,United Artists|Valkyrie Films,Action|Thriller,0.0,38.38,38.38,,0.94,6.5,110
Star Trek III: The Search for Spock,1984,Leonard Nimoy,Paramount Pictures,Science Fiction|Action|Adventure|Thriller,18.0,87.0,69.0,3.83,0.82,6.1,239
Moscow on the Hudson,1984,Paul Mazursky,Columbia Pictures,Comedy|Drama|Romance,0.0,25.1,25.1,,0.82,6.0,24
Footloose,1984,Herbert Ross,Paramount Pictures|IndieProd Company Productions,Drama|Family|Music|Romance,8.2,80.04,71.84,8.76,0.79,6.0,282
Friday the 13th: The Final Chapter,1984,Joseph Zito,Paramount Pictures,Horror|Thriller,0.0,0.0,0.0,,0.75,5.7,100
Repo Man,1984,Alex Cox,Edge City,Comedy|Drama|Science Fiction,1.5,2.3,0.7999999999999998,0.53,0.74,6.3,54
Nineteen Eighty-Four,1984,Michael Radford,Umbrella-Rosenblum Film Production,Drama|Romance|Science Fiction,0.0,0.0,0.0,,0.73,6.5,135
Supergirl,1984,Jeannot Szwarc,St. Michael Finance Limited|Artistry Limited|Investors In Industry PLC|Robert Fleming Leasing Limited,Adventure|Fantasy|Action|Science Fiction,35.0,0.0,-35.0,-1.0,0.7,4.0,44
The Adventures of AndrÃ© and Wally B.,1984,Alvy Ray Smith,Lucasfilm|Pixar Animation Studios,Animation,0.0,0.0,0.0,,0.65,5.3,32
Starman,1984,John Carpenter,Columbia Pictures|Delphi II Productions|Industrial Light & Magic (ILM),Action|Adventure|Drama|Romance|Science Fiction,22.0,28.74,6.739999999999998,0.31,0.64,6.3,91
Bachelor Party,1984,Neal Israel,Bachelor Party Productions|Aspect Ratio Film|Twin Continental,Comedy,6.0,38.44,32.44,5.41,0.63,5.9,67
This Is Spinal Tap,1984,Rob Reiner,Spinal Tap Prod.,Comedy|Music,0.0,4.74,4.74,,0.63,7.5,185
Tightrope,1984,Richard Tuggle,Malpaso Productions,Mystery|Thriller|Crime|Drama,0.0,48.14,48.14,,0.62,6.0,27
Cheech & Chong's The Corsican Brothers,1984,Tommy Chong,MGM Home Entertainment,Comedy,0.0,0.0,0.0,,0.61,4.4,10
Sixteen Candles,1984,John Hughes,Universal Pictures,Comedy|Romance,6.5,23.69,17.19,2.64,0.61,6.7,223
The Killing Fields,1984,Roland JoffÃ©,Goldcrest Films International|International Film Investors|Enigma Productions,War|Drama|History,14.4,34.7,20.300000000000004,1.41,0.6,7.2,78
Night of the Comet,1984,Thom Eberhardt,Thomas Coleman and Michael Rosenblatt Productions|Film Development Fund|Atlantic Releasing Corporation,Action|Comedy|Horror|Science Fiction|Thriller,3.0,14.42,11.42,3.81,0.59,5.7,36
The Woman in Red,1984,Gene Wilder,Orion Pictures,Comedy|Romance,25.3,0.0,-25.3,-1.0,0.58,6.0,40
The Ewok Adventure,1984,John Korty,Lucasfilm|Korty Films,Adventure|Science Fiction,0.0,0.0,0.0,,0.56,5.8,34
The Last Starfighter,1984,Nick Castle,Universal Pictures|Lorimar Film Entertainment,Adventure|Science Fiction|Action,15.0,28.73,13.73,0.92,0.55,6.1,101
A Christmas Carol,1984,Clive Donner,Entertainment Partners Ltd.,TV Movie|Fantasy|Drama|Comedy|Family,0.0,0.0,0.0,,0.54,6.6,29
Sheena,1984,John Guillermin,Columbia Pictures Corporation|Delphi II Productions|Colgems Productions Ltd.,Adventure|Fantasy|Action|Comedy|Science Fiction,25.0,5.78,-19.22,-0.77,0.54,4.8,10
Blood Simple,1984,Joel Coen,Circle Films|River Road Productions|Foxton Entertainment,Crime|Drama|Thriller,1.5,0.0,-1.5,-1.0,0.54,7.0,128
Splash,1984,Ron Howard,Touchstone Pictures,Comedy|Fantasy|Romance,8.0,69.82,61.81999999999999,7.73,0.52,6.1,147
